Source workbook: recovery_lock_cascade_next_step_documentation.xlsx
Sheets: 17

================================================================================
SHEET: README
================================================================================
Metric	Value
Исходный файл	recovery_lock_cascade_next_step.xlsx
Дата генерации	2026-05-12T11:07:50.764350
Количество листов	13
Количество ячеек с формулами	4338
Количество ручных вводимых ячеек	93
Количество автоматически генерируемых ячеек	4338
Назначение workbook	Расчёт следующего шага recovery lock cascade по сценариям UP/DOWN
Предупреждение	Документация создана автоматически из фактической структуры workbook.
Total formula cells detected	4338
Total formula cells documented	4338
Formula documentation completeness	100%

================================================================================
SHEET: Workbook_Sheets
================================================================================
SheetName	SheetIndex	Purpose	IsInputSheet	IsCalculationSheet	IsOutputSheet	DependsOnSheets	FeedsToSheets	ImportantCells	Notes
Settings	1	Параметры системы и риска	YES	NO	NO
CurrentPositions	2	Текущие позиции	YES	NO	NO
Scenario_UP	3	Сценарий роста	NO	YES	NO
Scenario_DOWN	4	Сценарий снижения	NO	YES	NO
SectionCalculator_UP	5	Секции UP	NO	YES	NO
SectionCalculator_DOWN	6	Секции DOWN	NO	YES	NO
TailRecovery_UP	7	Восстановление хвоста UP	NO	YES	NO
TailRecovery_DOWN	8	Восстановление хвоста DOWN	NO	YES	NO
BasketSummary	9	Итоговые решения	NO	NO	YES
Validation	10	Правила валидации	NO	NO	NO
Log	11	Журнал	NO	NO	YES
ScenarioText_UP	12	Текст рекомендаций UP	NO	YES	YES
ScenarioText_DOWN	13	Текст рекомендаций DOWN	NO	YES	YES

================================================================================
SHEET: Input_Output_Map
================================================================================
SheetName	Cell	FieldName	FieldType	InputOrGenerated	ValueExample	FormulaIfAny	Description	UserCanEdit	UsedBy	RiskIfWrong
Scenario_UP	H49		=G49*D49*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H49 и передаёт его в связанные расчёты.	G49, D49, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I49		=CurrentPositions!I44	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I49 и передаёт его в связанные расчёты.	I44	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J49		=CurrentPositions!J44	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J49 и передаёт его в связанные расчёты.	J44	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A50		=CurrentPositions!A45	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A50 и передаёт его в связанные расчёты.	A45	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B50		=CurrentPositions!B45	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B50 и передаёт его в связанные расчёты.	B45	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C50		=CurrentPositions!C45	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C50 и передаёт его в связанные расчёты.	C45	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D50		=CurrentPositions!D45	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D50 и передаёт его в связанные расчёты.	D45	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E50		=CurrentPositions!E45	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E50 и передаёт его в связанные расчёты.	E45	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F50		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F50 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G50		=IF(B50="BUY",(F50-E50)/Settings!$B$3,(E50-F50)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G50 и передаёт его в связанные расчёты.	B50, F50, E50, $B$3, E50, F50, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H50		=G50*D50*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H50 и передаёт его в связанные расчёты.	G50, D50, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I50		=CurrentPositions!I45	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I50 и передаёт его в связанные расчёты.	I45	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J50		=CurrentPositions!J45	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J50 и передаёт его в связанные расчёты.	J45	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A51		=CurrentPositions!A46	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A51 и передаёт его в связанные расчёты.	A46	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B51		=CurrentPositions!B46	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B51 и передаёт его в связанные расчёты.	B46	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C51		=CurrentPositions!C46	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C51 и передаёт его в связанные расчёты.	C46	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D51		=CurrentPositions!D46	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D51 и передаёт его в связанные расчёты.	D46	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E51		=CurrentPositions!E46	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E51 и передаёт его в связанные расчёты.	E46	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F51		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F51 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G51		=IF(B51="BUY",(F51-E51)/Settings!$B$3,(E51-F51)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G51 и передаёт его в связанные расчёты.	B51, F51, E51, $B$3, E51, F51, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H51		=G51*D51*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H51 и передаёт его в связанные расчёты.	G51, D51, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I51		=CurrentPositions!I46	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I51 и передаёт его в связанные расчёты.	I46	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J51		=CurrentPositions!J46	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J51 и передаёт его в связанные расчёты.	J46	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A52		=CurrentPositions!A47	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A52 и передаёт его в связанные расчёты.	A47	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B52		=CurrentPositions!B47	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B52 и передаёт его в связанные расчёты.	B47	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C52		=CurrentPositions!C47	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C52 и передаёт его в связанные расчёты.	C47	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D52		=CurrentPositions!D47	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D52 и передаёт его в связанные расчёты.	D47	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E52		=CurrentPositions!E47	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E52 и передаёт его в связанные расчёты.	E47	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F52		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F52 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G52		=IF(B52="BUY",(F52-E52)/Settings!$B$3,(E52-F52)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G52 и передаёт его в связанные расчёты.	B52, F52, E52, $B$3, E52, F52, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H52		=G52*D52*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H52 и передаёт его в связанные расчёты.	G52, D52, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I52		=CurrentPositions!I47	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I52 и передаёт его в связанные расчёты.	I47	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J52		=CurrentPositions!J47	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J52 и передаёт его в связанные расчёты.	J47	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A53		=CurrentPositions!A48	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A53 и передаёт его в связанные расчёты.	A48	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B53		=CurrentPositions!B48	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B53 и передаёт его в связанные расчёты.	B48	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C53		=CurrentPositions!C48	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C53 и передаёт его в связанные расчёты.	C48	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D53		=CurrentPositions!D48	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D53 и передаёт его в связанные расчёты.	D48	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E53		=CurrentPositions!E48	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E53 и передаёт его в связанные расчёты.	E48	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F53		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F53 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G53		=IF(B53="BUY",(F53-E53)/Settings!$B$3,(E53-F53)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G53 и передаёт его в связанные расчёты.	B53, F53, E53, $B$3, E53, F53, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H53		=G53*D53*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H53 и передаёт его в связанные расчёты.	G53, D53, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I53		=CurrentPositions!I48	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I53 и передаёт его в связанные расчёты.	I48	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J53		=CurrentPositions!J48	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J53 и передаёт его в связанные расчёты.	J48	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A54		=CurrentPositions!A49	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A54 и передаёт его в связанные расчёты.	A49	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B54		=CurrentPositions!B49	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B54 и передаёт его в связанные расчёты.	B49	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C54		=CurrentPositions!C49	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C54 и передаёт его в связанные расчёты.	C49	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D54		=CurrentPositions!D49	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D54 и передаёт его в связанные расчёты.	D49	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E54		=CurrentPositions!E49	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E54 и передаёт его в связанные расчёты.	E49	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F54		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F54 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G54		=IF(B54="BUY",(F54-E54)/Settings!$B$3,(E54-F54)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G54 и передаёт его в связанные расчёты.	B54, F54, E54, $B$3, E54, F54, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H54		=G54*D54*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H54 и передаёт его в связанные расчёты.	G54, D54, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I54		=CurrentPositions!I49	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I54 и передаёт его в связанные расчёты.	I49	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J54		=CurrentPositions!J49	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J54 и передаёт его в связанные расчёты.	J49	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A55		=CurrentPositions!A50	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A55 и передаёт его в связанные расчёты.	A50	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B55		=CurrentPositions!B50	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B55 и передаёт его в связанные расчёты.	B50	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C55		=CurrentPositions!C50	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C55 и передаёт его в связанные расчёты.	C50	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D55		=CurrentPositions!D50	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D55 и передаёт его в связанные расчёты.	D50	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E55		=CurrentPositions!E50	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E55 и передаёт его в связанные расчёты.	E50	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F55		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F55 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G55		=IF(B55="BUY",(F55-E55)/Settings!$B$3,(E55-F55)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G55 и передаёт его в связанные расчёты.	B55, F55, E55, $B$3, E55, F55, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H55		=G55*D55*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H55 и передаёт его в связанные расчёты.	G55, D55, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I55		=CurrentPositions!I50	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I55 и передаёт его в связанные расчёты.	I50	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J55		=CurrentPositions!J50	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J55 и передаёт его в связанные расчёты.	J50	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A56		=CurrentPositions!A51	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A56 и передаёт его в связанные расчёты.	A51	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B56		=CurrentPositions!B51	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B56 и передаёт его в связанные расчёты.	B51	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C56		=CurrentPositions!C51	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C56 и передаёт его в связанные расчёты.	C51	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D56		=CurrentPositions!D51	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D56 и передаёт его в связанные расчёты.	D51	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E56		=CurrentPositions!E51	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E56 и передаёт его в связанные расчёты.	E51	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F56		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F56 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G56		=IF(B56="BUY",(F56-E56)/Settings!$B$3,(E56-F56)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G56 и передаёт его в связанные расчёты.	B56, F56, E56, $B$3, E56, F56, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H56		=G56*D56*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H56 и передаёт его в связанные расчёты.	G56, D56, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I56		=CurrentPositions!I51	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I56 и передаёт его в связанные расчёты.	I51	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J56		=CurrentPositions!J51	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J56 и передаёт его в связанные расчёты.	J51	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A57		=CurrentPositions!A52	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A57 и передаёт его в связанные расчёты.	A52	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B57		=CurrentPositions!B52	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B57 и передаёт его в связанные расчёты.	B52	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C57		=CurrentPositions!C52	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C57 и передаёт его в связанные расчёты.	C52	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D57		=CurrentPositions!D52	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D57 и передаёт его в связанные расчёты.	D52	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E57		=CurrentPositions!E52	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E57 и передаёт его в связанные расчёты.	E52	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F57		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F57 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G57		=IF(B57="BUY",(F57-E57)/Settings!$B$3,(E57-F57)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G57 и передаёт его в связанные расчёты.	B57, F57, E57, $B$3, E57, F57, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H57		=G57*D57*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H57 и передаёт его в связанные расчёты.	G57, D57, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I57		=CurrentPositions!I52	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I57 и передаёт его в связанные расчёты.	I52	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J57		=CurrentPositions!J52	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J57 и передаёт его в связанные расчёты.	J52	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A58		=CurrentPositions!A53	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A58 и передаёт его в связанные расчёты.	A53	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B58		=CurrentPositions!B53	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B58 и передаёт его в связанные расчёты.	B53	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C58		=CurrentPositions!C53	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C58 и передаёт его в связанные расчёты.	C53	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D58		=CurrentPositions!D53	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D58 и передаёт его в связанные расчёты.	D53	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E58		=CurrentPositions!E53	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E58 и передаёт его в связанные расчёты.	E53	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
